Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2,perfect_gen,newBESS_2,fusion_new_2
1913,0.201,1,1,0.030459,0.01745535,0.01604955,0.5595,0.1136,0.1136,1,0.569549383,1,1,1,1,1
1914,0.201,1,1,0.009417,0.005396665,0.004962035,0.718,0.351,0.351,1,0.569549383,1,1,1,1,1
1915,0.201,1,1,0,0,0,0.2468,0.4429,0.4429,1,0.569549383,1,1,1,1,1
1916,0.201,1,1,0,0,0,0.5706,0.8979,0.8979,1,0.569549383,1,1,1,1,1
1917,0.201,1,1,0,0,0,0.7831,0.8301,0.8301,1,0.569549383,1,1,1,1,1
1918,0.201,1,1,0,0,0,0.78,0.4364,0.4364,1,0.569549383,1,1,1,1,1
1919,0.201,1,1,0,0,0,0.4643,0.8004,0.8004,1,0.569549383,1,1,1,1,1
1920,0.201,1,1,0,0,0,0.6388,0.7389,0.7389,1,0.569549383,1,1,1,1,1
1921,0.201,1,1,0,0,0,0.2317,0.6837,0.6837,1,0.569549383,1,1,1,1,1
1922,0.201,1,1,0,0,0,0.4927,0.4393,0.4393,1,0.569549383,1,1,1,1,1
1923,0.201,1,1,0,0,0,0.2131,0.8955,0.8955,1,0.569549383,1,1,1,1,1
1924,0.201,1,1,0,0,0,0.6677,0.6704,0.6704,1,0.569549383,1,1,1,1,1
1925,0.201,1,1,0,0,0,0.2482,0.1999,0.1999,1,0.569549383,1,1,1,1,1
1926,0.201,1,1,0,0,0,0.3631,0.3681,0.3681,1,0.569549383,1,1,1,1,1
1927,0.201,1,1,0.005172,0.002963954,0.002725246,0.1652,0.4617,0.4617,1,0.569549383,1,1,1,1,1
1928,0.201,1,1,0.013539,0.007758888,0.007134012,0.6395,0.8992,0.8992,1,0.569549383,1,1,1,1,1
1929,0.201,1,1,0.032727,0.018755088,0.017244612,0.6494,0.3315,0.3315,1,0.569549383,1,1,1,1,1
1930,0.201,1,1,0.059569,0.034137619,0.031388281,0.2727,0.2104,0.2104,1,0.569549383,1,1,1,1,1
1931,0.201,1,1,0.067721,0.038809342,0.035683758,0.2327,0.6125,0.6125,1,0.569549383,1,1,1,1,1
1932,0.201,1,1,0.065643,0.037618488,0.034588812,0.4799,0.692,0.692,1,0.569549383,1,1,1,1,1
1933,0.201,1,1,0.079978,0.045833546,0.042142254,0.7332,0.8308,0.8308,1,0.569549383,1,1,1,1,1
1934,0.201,1,1,0.102916,0.058978785,0.054228815,0.7652,0.6552,0.6552,1,0.569549383,1,1,1,1,1
1935,0.201,1,1,0.065195,0.03736175,0.03435275,0.7057,0.824,0.824,1,0.569549383,1,1,1,1,1
1936,0.201,1,1,0.046629,0.026722004,0.024569896,0.4444,0.3389,0.3389,1,0.569549383,1,1,1,1,1
1937,0.201,1,1,0.018633,0.010678142,0.009818158,0.3103,0.3016,0.3016,1,0.569549383,1,1,1,1,1
1938,0.201,1,1,0.003006,0.001722669,0.001583931,0.1544,0.3233,0.3233,1,0.569549383,1,1,1,1,1
1939,0.201,1,1,0,0,0,0.6346,0.8039,0.8039,1,0.569549383,1,1,1,1,1
1940,0.201,1,1,0,0,0,0.1863,0.3287,0.3287,1,0.569549383,1,1,1,1,1
1941,0.201,1,1,0,0,0,0.8017,0.7941,0.7941,1,0.569549383,1,1,1,1,1
1942,0.201,1,1,0,0,0,0.6183,0.5078,0.5078,1,0.569549383,1,1,1,1,1
1943,0.201,1,1,0,0,0,0.2944,0.2432,0.2432,1,0.569549383,1,1,1,1,1
1944,0.201,1,1,0,0,0,0.2551,0.2641,0.2641,1,0.569549383,1,1,1,1,1
1945,0.201,1,1,0,0,0,0.0476,0.3598,0.3598,1,0.569549383,1,1,1,1,1
1946,0.201,1,1,0,0,0,0.3076,0.6599,0.6599,1,0.569549383,1,1,1,1,1
1947,0.201,1,1,0,0,0,0.3532,0.9174,0.9174,1,0.569549383,1,1,1,1,1
1948,0.201,1,1,0,0,0,0.3902,0.6948,0.6948,1,0.569549383,1,1,1,1,1
1949,0.201,1,1,0,0,0,0.0618,0.7887,0.7887,1,0.569549383,1,1,1,1,1
1950,0.201,1,1,0.000201,0.000115188,0.000105912,0.4711,0.2861,0.2861,1,0.569549383,1,1,1,1,1
1951,0.201,1,1,0.02917,0.016716654,0.015370346,0.2527,0.4153,0.4153,1,0.569549383,1,1,1,1,1
1952,0.201,1,1,0.131626,0.075431823,0.069356777,0.6261,0.5093,0.5093,1,0.569549383,1,1,1,1,1
1953,0.201,1,1,0.181161,0.103819188,0.095457912,0.2058,0.0935,0.0935,1,0.569549383,1,1,1,1,1
1954,0.201,1,1,0.194641,0.111544265,0.102560835,0.5478,0.6324,0.6324,1,0.569549383,1,1,1,1,1
1955,0.201,1,1,0.259026,0.148441823,0.136486777,0.4469,0.8922,0.8922,1,0.569549383,1,1,1,1,1
1956,0.201,1,1,0.205699,0.11788135,0.10838755,0.4759,0.3896,0.3896,1,0.569549383,1,1,1,1,1
1957,0.201,1,1,0.176033,0.10088045,0.09275585,0.5091,0.4521,0.4521,1,0.569549383,1,1,1,1,1
1958,0.201,1,1,0.169546,0.0971629,0.0893377,0.5762,0.8587,0.8587,1,0.569549383,1,1,1,1,1
1959,0.201,1,1,0.128125,0.073425481,0.067512019,0.4503,0.831,0.831,1,0.569549383,1,1,1,1,1
1960,0.201,1,1,0.109068,0.062504354,0.057470446,0.3243,0.5628,0.5628,1,0.569549383,1,1,1,1,1
1961,0.201,1,1,0.05394,0.030911769,0.028422231,0.3924,0.2675,0.2675,1,0.569549383,1,1,1,1,1
1962,0.201,1,1,0.016411,0.009404765,0.008647335,0.2939,0.7416,0.7416,1,0.569549383,1,1,1,1,1
1963,0.201,1,1,0,0,0,0.1914,0.3362,0.3362,1,0.569549383,1,1,1,1,1
1964,0.201,1,1,0,0,0,0.2768,0.7408,0.7408,1,0.569549383,1,1,1,1,1
1965,0.201,1,1,0,0,0,0.6292,0.8404,0.8404,1,0.569549383,1,1,1,1,1
1966,0.201,1,1,0,0,0,0.3246,0.5123,0.5123,1,0.569549383,1,1,1,1,1
1967,0.201,1,1,0,0,0,0.2899,0.7933,0.7933,1,0.569549383,1,1,1,1,1
1968,0.201,1,1,0,0,0,0.7072,0.4453,0.4453,1,0.569549383,1,1,1,1,1
1969,0.201,1,1,0,0,0,0.4156,0.1773,0.1773,1,0.569549383,1,1,1,1,1
1970,0.201,1,1,0,0,0,0.2834,0.1473,0.1473,1,0.569549383,1,1,1,1,1
1971,0.201,1,1,0,0,0,0.5278,0.8949,0.8949,1,0.569549383,1,1,1,1,1
1972,0.201,1,1,0,0,0,0.2187,0.7075,0.7075,1,0.569549383,1,1,1,1,1
1973,0.201,1,1,0,0,0,0.1422,0.0541,0.0541,1,0.569549383,1,1,1,1,1
1974,0.201,1,1,0.001201,0.000688265,0.000632835,0.4732,0.2783,0.2783,1,0.569549383,1,1,1,1,1
1975,0.201,1,1,0.052474,0.030071638,0.027649762,0.3387,0.3482,0.3482,1,0.569549383,1,1,1,1,1
1976,0.201,1,1,0.263522,0.151018377,0.138855823,0.5341,0.141,0.141,1,0.569549383,1,1,1,1,1
1977,0.201,1,1,0.465446,0.266736362,0.245254238,0.4313,0.5121,0.5121,1,0.569549383,1,1,1,1,1
1978,0.201,1,1,0.598427,0.342944704,0.315324996,0.2178,0.7384,0.7384,1,0.569549383,1,1,1,1,1
1979,0.201,1,1,0.580182,0.332488915,0.305711285,0.1836,0.6038,0.6038,1,0.569549383,1,1,1,1,1
1980,0.201,1,1,0.462603,0.265107104,0.243756196,0.3573,0.831,0.831,1,0.569549383,1,1,1,1,1
1981,0.201,1,1,0.454406,0.260409592,0.239437008,0.4217,0.3102,0.3102,1,0.569549383,1,1,1,1,1
1982,0.201,1,1,0.344615,0.197490904,0.181585596,0.3997,0.0343,0.0343,1,0.569549383,1,1,1,1,1
1983,0.201,1,1,0.268925,0.154114712,0.141702788,0.2356,0.4634,0.4634,1,0.569549383,1,1,1,1,1
1984,0.201,1,1,0.157455,0.090233827,0.082966673,0.4938,0.6434,0.6434,1,0.569549383,1,1,1,1,1
1985,0.201,1,1,0.08206,0.047026692,0.043239308,0.306,0.2612,0.2612,1,0.569549383,1,1,1,1,1
1986,0.201,1,1,0.022925,0.013137788,0.012079712,0.2942,0.2348,0.2348,1,0.569549383,1,1,1,1,1
1987,0.201,1,1,0,0,0,0.3015,0.7555,0.7555,1,0.569549383,1,1,1,1,1
1988,0.201,1,1,0,0,0,0.5334,0.5361,0.5361,1,0.569549383,1,1,1,1,1
1989,0.201,1,1,0,0,0,0.3606,0.2329,0.2329,1,0.569549383,1,1,1,1,1
1990,0.201,1,1,0,0,0,0.2786,0.1359,0.1359,1,0.569549383,1,1,1,1,1
1991,0.201,1,1,0,0,0,0.1963,0.1281,0.1281,1,0.569549383,1,1,1,1,1
1992,0.201,1,1,0,0,0,0.7459,0.8391,0.8391,1,0.569549383,1,1,1,1,1
1993,0.201,1,1,0,0,0,0.6847,0.6344,0.6344,1,0.569549383,1,1,1,1,1
1994,0.201,1,1,0,0,0,0.2818,0.846,0.846,1,0.569549383,1,1,1,1,1
1995,0.201,1,1,0,0,0,0.4556,0.8773,0.8773,1,0.569549383,1,1,1,1,1
1996,0.201,1,1,0,0,0,0.4111,0.8931,0.8931,1,0.569549383,1,1,1,1,1
1997,0.201,1,1,0,0,0,0.4988,0.5917,0.5917,1,0.569549383,1,1,1,1,1
1998,0.201,1,1,0.0006,0.000343846,0.000316154,0.2468,0.4332,0.4332,1,0.569549383,1,1,1,1,1
1999,0.201,1,1,0.054778,0.031392008,0.028863792,0.4889,0.8034,0.8034,1,0.569549383,1,1,1,1,1
2000,0.201,1,1,0.246285,0.14114025,0.12977325,0.1501,0.6227,0.6227,1,0.569549383,1,1,1,1,1
2001,0.201,1,1,0.505648,0.2897752,0.2664376,0.3928,0.4608,0.4608,1,0.569549383,1,1,1,1,1
2002,0.201,1,1,0.685983,0.393121027,0.361460273,0.2552,0.4186,0.4186,1,0.569549383,1,1,1,1,1
2003,0.201,1,1,0.766094,0.439030792,0.403672608,0.447,0.7913,0.7913,1,0.569549383,1,1,1,1,1
2004,0.201,1,1,0.840454,0.481644792,0.442854608,0.649,0.8776,0.8776,1,0.569549383,1,1,1,1,1
2005,0.201,1,1,0.801932,0.459568723,0.422556477,0.1624,0.8684,0.8684,1,0.569549383,1,1,1,1,1
2006,0.201,1,1,0.746761,0.427951496,0.393485604,0.1712,0.6192,0.6192,1,0.569549383,1,1,1,1,1
2007,0.201,1,1,0.607356,0.348061708,0.320029892,0.6349,0.7009,0.7009,1,0.569549383,1,1,1,1,1
2008,0.201,1,1,0.419874,0.2406201,0.2212413,0.3419,0.8534,0.8534,1,0.569549383,1,1,1,1,1
2009,0.201,1,1,0.206179,0.118156427,0.108640473,0.7528,0.8654,0.8654,1,0.569549383,1,1,1,1,1
2010,0.201,1,1,0.034798,0.019941931,0.018335869,0.1877,0.2997,0.2997,1,0.569549383,1,1,1,1,1
2011,0.201,1,1,0,0,0,0.3977,0.8234,0.8234,1,0.569549383,1,1,1,1,1
2012,0.201,1,1,0,0,0,0.6256,0.3599,0.3599,1,0.569549383,1,1,1,1,1
2013,0.201,1,1,0,0,0,0.5009,0.2682,0.2682,1,0.569549383,1,1,1,1,1
2014,0.201,1,1,0,0,0,0.5058,0.2063,0.2063,1,0.569549383,1,1,1,1,1
2015,0.201,1,1,0,0,0,0.4723,0.2643,0.2643,1,0.569549383,1,1,1,1,1
2016,0.201,1,1,0,0,0,0.4915,0.6415,0.6415,1,0.569549383,1,1,1,1,1
2017,0.201,1,1,0,0,0,0.2093,0.6968,0.6968,1,0.569549383,1,1,1,1,1
2018,0.201,1,1,0,0,0,0.4754,0.6802,0.6802,1,0.569549383,1,1,1,1,1
2019,0.201,1,1,0,0,0,0.3374,0.7765,0.7765,1,0.569549383,1,1,1,1,1
2020,0.201,1,1,0,0,0,0.3153,0.2266,0.2266,1,0.569549383,1,1,1,1,1
2021,0.201,1,1,0,0,0,0.4071,0.4596,0.4596,1,0.569549383,1,1,1,1,1
2022,0.201,1,1,1.00E-05,5.73E-06,5.27E-06,0.2879,0.1403,0.1403,1,0.569549383,1,1,1,1,1
2023,0.201,1,1,0.026593,0.015239835,0.014012465,0.3606,0.1146,0.1146,1,0.569549383,1,1,1,1,1
2024,0.201,1,1,0.094937,0.054406204,0.050024496,0.5189,0.7933,0.7933,1,0.569549383,1,1,1,1,1
2025,0.201,1,1,0.163721,0.093824727,0.086268373,0.4584,0.5099,0.5099,1,0.569549383,1,1,1,1,1
2026,0.201,1,1,0.300951,0.172468073,0.158578027,0.1474,0.1497,0.1497,1,0.569549383,1,1,1,1,1
2027,0.201,1,1,0.423017,0.242421281,0.222897419,0.5812,0.665,0.665,1,0.569549383,1,1,1,1,1
2028,0.201,1,1,0.497178,0.284921238,0.261974562,0.1801,0.7424,0.7424,1,0.569549383,1,1,1,1,1
2029,0.201,1,1,0.433924,0.248671831,0.228644569,0.4338,0.909,0.909,1,0.569549383,1,1,1,1,1
2030,0.201,1,1,0.363166,0.208122054,0.191360546,0.2886,0.1744,0.1744,1,0.569549383,1,1,1,1,1
2031,0.201,1,1,0.251586,0.144178131,0.132566469,0.2528,0.2882,0.2882,1,0.569549383,1,1,1,1,1
2032,0.201,1,1,0.134889,0.077301773,0.071076127,0.3742,0.4793,0.4793,1,0.569549383,1,1,1,1,1
2033,0.201,1,1,0.06397,0.036659731,0.033707269,0.4025,0.1904,0.1904,1,0.569549383,1,1,1,1,1
2034,0.201,1,1,0.020908,0.011981892,0.011016908,0.4456,0.8978,0.8978,1,0.569549383,1,1,1,1,1
2035,0.201,1,1,0,0,0,0.6172,0.7698,0.7698,1,0.569549383,1,1,1,1,1
2036,0.201,1,1,0,0,0,0.6755,0.7473,0.7473,1,0.569549383,1,1,1,1,1
2037,0.201,1,1,0,0,0,0.377,0.1621,0.1621,1,0.569549383,1,1,1,1,1
2038,0.201,1,1,0,0,0,0.2166,0.4701,0.4701,1,0.569549383,1,1,1,1,1
2039,0.201,1,1,0,0,0,0.6359,0.8789,0.8789,1,0.569549383,1,1,1,1,1
2040,0.201,1,1,0,0,0,0.1889,0.8116,0.8116,1,0.569549383,1,1,1,1,1
2041,0.201,1,1,0,0,0,0.1916,0.088,0.088,1,0.569549383,1,1,1,1,1
2042,0.201,1,1,0,0,0,0.5043,0.2074,0.2074,1,0.569549383,1,1,1,1,1
2043,0.201,1,1,0,0,0,0.5549,0.07,0.07,1,0.569549383,1,1,1,1,1
2044,0.201,1,1,0,0,0,0.6299,0.4205,0.4205,1,0.569549383,1,1,1,1,1
2045,0.201,1,1,0,0,0,0.5044,0.8275,0.8275,1,0.569549383,1,1,1,1,1
2046,0.201,1,1,0.001804,0.001033831,0.000950569,0.3978,0.4446,0.4446,1,0.569549383,1,1,1,1,1
2047,0.201,1,1,0.067666,0.038777823,0.035654777,0.6511,0.4692,0.4692,1,0.569549383,1,1,1,1,1
2048,0.201,1,1,0.277507,0.159032858,0.146224842,0.4965,0.6461,0.6461,1,0.569549383,1,1,1,1,1
2049,0.201,1,1,0.496573,0.284574527,0.261655773,0.6385,0.1792,0.1792,1,0.569549383,1,1,1,1,1
2050,0.201,1,1,0.676432,0.387647569,0.356427631,0.4973,0.3097,0.3097,1,0.569549383,1,1,1,1,1
2051,0.201,1,1,0.760267,0.435691473,0.400602227,0.5923,0.4173,0.4173,1,0.569549383,1,1,1,1,1
2052,0.201,1,1,0.746642,0.4278833,0.3934229,0.6498,0.9054,0.9054,1,0.569549383,1,1,1,1,1
2053,0.201,1,1,0.739519,0.423801273,0.389669627,0.6764,0.4121,0.4121,1,0.569549383,1,1,1,1,1
2054,0.201,1,1,0.640968,0.367323969,0.337740831,0.5457,0.1912,0.1912,1,0.569549383,1,1,1,1,1
2055,0.201,1,1,0.462708,0.265167277,0.243811523,0.0904,0.0864,0.0864,1,0.569549383,1,1,1,1,1
2056,0.201,1,1,0.335533,0.192286219,0.176800081,0.4328,0.2958,0.2958,1,0.569549383,1,1,1,1,1
2057,0.201,1,1,0.162193,0.092949065,0.085463235,0.2752,0.6297,0.6297,1,0.569549383,1,1,1,1,1
2058,0.201,1,1,0.03048,0.017467385,0.016060615,0.243,0.5346,0.5346,1,0.569549383,1,1,1,1,1
2059,0.201,1,1,0,0,0,0.5658,0.2304,0.2304,1,0.569549383,1,1,1,1,1
2060,0.201,1,1,0,0,0,0.49,0.4914,0.4914,1,0.569549383,1,1,1,1,1
2061,0.201,1,1,0,0,0,0.5142,0.0741,0.0741,1,0.569549383,1,1,1,1,1
2062,0.201,1,1,0,0,0,0.2492,0.0659,0.0659,1,0.569549383,1,1,1,1,1
2063,0.201,1,1,0,0,0,0.1906,0.2397,0.2397,1,0.569549383,1,1,1,1,1
2064,0.201,1,1,0,0,0,0.1734,0.1758,0.1758,1,0.569549383,1,1,1,1,1
2065,0.201,1,1,0,0,0,0.5116,0.659,0.659,1,0.569549383,1,1,1,1,1
2066,0.201,1,1,0,0,0,0.0649,0.3333,0.3333,1,0.569549383,1,1,1,1,1
2067,0.201,1,1,0,0,0,0.0731,0.2905,0.2905,1,0.569549383,1,1,1,1,1
2068,0.201,1,1,0,0,0,0.4573,0.2206,0.2206,1,0.569549383,1,1,1,1,1
2069,0.201,1,1,0,0,0,0.3823,0.3537,0.3537,1,0.569549383,1,1,1,1,1
2070,0.201,1,1,0.0006,0.000343846,0.000316154,0.2377,0.7246,0.7246,1,0.569549383,1,1,1,1,1
2071,0.201,1,1,0.061732,0.035377185,0.032528015,0.3007,0.7491,0.7491,1,0.569549383,1,1,1,1,1
2072,0.201,1,1,0.227056,0.130120554,0.119641046,0.3463,0.3388,0.3388,1,0.569549383,1,1,1,1,1
2073,0.201,1,1,0.398872,0.228584338,0.210174862,0.4345,0.5376,0.5376,1,0.569549383,1,1,1,1,1
2074,0.201,1,1,0.520246,0.298140977,0.274129623,0.4864,0.1106,0.1106,1,0.569549383,1,1,1,1,1
2075,0.201,1,1,0.631642,0.361979454,0.332826746,0.0943,0.0495,0.0495,1,0.569549383,1,1,1,1,1
2076,0.201,1,1,0.614938,0.352406777,0.324025023,0.4676,0.0404,0.0404,1,0.569549383,1,1,1,1,1
2077,0.201,1,1,0.612146,0.350806746,0.322553854,0.5749,0.4041,0.4041,1,0.569549383,1,1,1,1,1
2078,0.201,1,1,0.5957,0.341381923,0.313888077,0.515,0.6456,0.6456,1,0.569549383,1,1,1,1,1
2079,0.201,1,1,0.499446,0.286220977,0.263169623,0.2696,0.7641,0.7641,1,0.569549383,1,1,1,1,1
2080,0.201,1,1,0.371935,0.213147365,0.195981135,0.1252,0.7116,0.7116,1,0.569549383,1,1,1,1,1
2081,0.201,1,1,0.187557,0.107484588,0.098828112,0.3155,0.1312,0.1312,1,0.569549383,1,1,1,1,1
2082,0.201,1,1,0.046421,0.026602804,0.024460296,0.2857,0.1935,0.1935,1,0.569549383,1,1,1,1,1
2083,0.201,1,1,0.000199,0.000114042,0.000104858,0.1171,0.4084,0.4084,1,0.569549383,1,1,1,1,1
2084,0.201,1,1,0,0,0,0.5389,0.412,0.412,1,0.569549383,1,1,1,1,1
2085,0.201,1,1,0,0,0,0.365,0.1456,0.1456,1,0.569549383,1,1,1,1,1
2086,0.201,1,1,0,0,0,0.4979,0.2007,0.2007,1,0.569549383,1,1,1,1,1
2087,0.201,1,1,0,0,0,0.6092,0.4572,0.4572,1,0.569549383,1,1,1,1,1
2088,0.201,1,1,0,0,0,0.4708,0.8502,0.8502,1,0.569549383,1,1,1,1,1
2089,0.201,1,1,0,0,0,0.5702,0.5994,0.5994,1,0.569549383,1,1,1,1,1
2090,0.201,1,1,0,0,0,0.4192,0.0554,0.0554,1,0.569549383,1,1,1,1,1
2091,0.201,1,1,0,0,0,0.3181,0.4704,0.4704,1,0.569549383,1,1,1,1,1
2092,0.201,1,1,0,0,0,0.2295,0.8322,0.8322,1,0.569549383,1,1,1,1,1
2093,0.201,1,1,0,0,0,0.7889,0.851,0.851,1,0.569549383,1,1,1,1,1
2094,0.201,1,1,0.001001,0.00057365,0.00052745,0.1804,0.2932,0.2932,1,0.569549383,1,1,1,1,1
2095,0.201,1,1,0.043442,0.024895608,0.022890592,0.314,0.1386,0.1386,1,0.569549383,1,1,1,1,1
2096,0.201,1,1,0.156313,0.089579373,0.082364927,0.5794,0.1486,0.1486,1,0.569549383,1,1,1,1,1
2097,0.201,1,1,0.194453,0.111436527,0.102461773,0.48,0.3272,0.3272,1,0.569549383,1,1,1,1,1
2098,0.201,1,1,0.323463,0.185369181,0.170440119,0.7724,0.6128,0.6128,1,0.569549383,1,1,1,1,1
2099,0.201,1,1,0.360441,0.206560419,0.189924681,0.1614,0.186,0.186,1,0.569549383,1,1,1,1,1
2100,0.201,1,1,0.356252,0.2041598,0.1877174,0.185,0.4847,0.4847,1,0.569549383,1,1,1,1,1
2101,0.201,1,1,0.397919,0.228038196,0.209672704,0.5224,0.358,0.358,1,0.569549383,1,1,1,1,1
2102,0.201,1,1,0.348693,0.199827912,0.183734388,0.4398,0.5287,0.5287,1,0.569549383,1,1,1,1,1
2103,0.201,1,1,0.240483,0.137815258,0.126716042,0.8394,0.899,0.899,1,0.569549383,1,1,1,1,1
2104,0.201,1,1,0.161878,0.092768546,0.085297254,0.17,0.6461,0.6461,1,0.569549383,1,1,1,1,1
2105,0.201,1,1,0.08492,0.048665692,0.044746308,0.1028,0.7046,0.7046,1,0.569549383,1,1,1,1,1
2106,0.201,1,1,0.019764,0.011326292,0.010414108,0.5768,0.2971,0.2971,1,0.569549383,1,1,1,1,1
2107,0.201,1,1,0,0,0,0.7101,0.2705,0.2705,1,0.569549383,1,1,1,1,1
2108,0.201,1,1,0,0,0,0.3846,0.5628,0.5628,1,0.569549383,1,1,1,1,1
2109,0.201,1,1,0,0,0,0.3421,0.3766,0.3766,1,0.569549383,1,1,1,1,1
2110,0.201,1,1,0,0,0,0.6941,0.9048,0.9048,1,0.569549383,1,1,1,1,1
2111,0.201,1,1,0,0,0,0.5188,0.4862,0.4862,1,0.569549383,1,1,1,1,1
2112,0.201,1,1,0,0,0,0.153,0.1307,0.1307,1,0.569549383,1,1,1,1,1
2113,0.201,1,1,0,0,0,0.3624,0.6834,0.6834,1,0.569549383,1,1,1,1,1
2114,0.201,1,1,0,0,0,0.3762,0.2883,0.2883,1,0.569549383,1,1,1,1,1
2115,0.201,1,1,0,0,0,0.1004,0.0593,0.0593,1,0.569549383,1,1,1,1,1
2116,0.201,1,1,0,0,0,0.4048,0.8322,0.8322,1,0.569549383,1,1,1,1,1
2117,0.201,1,1,0,0,0,0.5244,0.3256,0.3256,1,0.569549383,1,1,1,1,1
2118,0.201,1,1,0.000199,0.000114042,0.000104858,0.3566,0.185,0.185,1,0.569549383,1,1,1,1,1
2119,0.201,1,1,0.007658,0.004388623,0.004035177,0.6276,0.9043,0.9043,1,0.569549383,1,1,1,1,1
2120,0.201,1,1,0.021421,0.012275881,0.011287219,0.8275,0.8462,0.8462,1,0.569549383,1,1,1,1,1
2121,0.201,1,1,0.054628,0.031306046,0.028784754,0.0725,0.1242,0.1242,1,0.569549383,1,1,1,1,1
2122,0.201,1,1,0.070268,0.040268969,0.037025831,0.1158,0.4978,0.4978,1,0.569549383,1,1,1,1,1
2123,0.201,1,1,0.076993,0.044122912,0.040569388,0.7025,0.7675,0.7675,1,0.569549383,1,1,1,1,1
2124,0.201,1,1,0.080288,0.0460112,0.0423056,0.7324,0.8603,0.8603,1,0.569549383,1,1,1,1,1
2125,0.201,1,1,0.080857,0.046337281,0.042605419,0.61,0.5699,0.5699,1,0.569549383,1,1,1,1,1
2126,0.201,1,1,0.072673,0.041647219,0.038293081,0.2141,0.3567,0.3567,1,0.569549383,1,1,1,1,1
2127,0.201,1,1,0.063556,0.036422477,0.033489123,0.8165,0.9023,0.9023,1,0.569549383,1,1,1,1,1
2128,0.201,1,1,0.037794,0.021658869,0.019914531,0.8388,0.9028,0.9028,1,0.569549383,1,1,1,1,1
2129,0.201,1,1,0.014413,0.008259758,0.007594542,0.7725,0.4582,0.4582,1,0.569549383,1,1,1,1,1
2130,0.201,1,1,0.002204,0.001263062,0.001161338,0.5258,0.8126,0.8126,1,0.569549383,1,1,1,1,1
2131,0.201,1,1,0,0,0,0.3172,0.1522,0.1522,1,0.569549383,1,1,1,1,1
2132,0.201,1,1,0,0,0,0.4578,0.6938,0.6938,1,0.569549383,1,1,1,1,1
2133,0.201,1,1,0,0,0,0.4129,0.4757,0.4757,1,0.569549383,1,1,1,1,1
2134,0.201,1,1,0,0,0,0.255,0.238,0.238,1,0.569549383,1,1,1,1,1
2135,0.201,1,1,0,0,0,0.2689,0.1217,0.1217,1,0.569549383,1,1,1,1,1
2136,0.201,1,1,0,0,0,0.2807,0.1393,0.1393,1,0.569549383,1,1,1,1,1
2137,0.201,1,1,0,0,0,0.3957,0.774,0.774,1,0.569549383,1,1,1,1,1
2138,0.201,1,1,0,0,0,0.2224,0.8911,0.8911,1,0.569549383,1,1,1,1,1
2139,0.201,1,1,0,0,0,0.7747,0.5737,0.5737,1,0.569549383,1,1,1,1,1
2140,0.201,1,1,0,0,0,0.6768,0.0913,0.0913,1,0.569549383,1,1,1,1,1
2141,0.201,1,1,0,0,0,0.1265,0.7361,0.7361,1,0.569549383,1,1,1,1,1
2142,0.201,1,1,0.0004,0.000229231,0.000210769,0.4255,0.6992,0.6992,1,0.569549383,1,1,1,1,1
2143,0.201,1,1,0.055355,0.031722673,0.029167827,0.4769,0.8839,0.8839,1,0.569549383,1,1,1,1,1
2144,0.201,1,1,0.187294,0.107333869,0.098689531,0.5004,0.3652,0.3652,1,0.569549383,1,1,1,1,1
2145,0.201,1,1,0.319079,0.182856812,0.168130088,0.0919,0.3395,0.3395,1,0.569549383,1,1,1,1,1
2146,0.201,1,1,0.34074,0.195270231,0.179543769,0.8635,0.8262,0.8262,1,0.569549383,1,1,1,1,1
2147,0.201,1,1,0.223215,0.127919365,0.117617135,0.6601,0.2962,0.2962,1,0.569549383,1,1,1,1,1
2148,0.201,1,1,0.20352,0.116632615,0.107239385,0.2774,0.1981,0.1981,1,0.569549383,1,1,1,1,1
2149,0.201,1,1,0.205855,0.11797075,0.10846975,0.4215,0.1614,0.1614,1,0.569549383,1,1,1,1,1
2150,0.201,1,1,0.173882,0.099647762,0.091622438,0.6643,0.3963,0.3963,1,0.569549383,1,1,1,1,1
2151,0.201,1,1,0.122712,0.070323415,0.064659785,0.2946,0.3833,0.3833,1,0.569549383,1,1,1,1,1
2152,0.201,1,1,0.09139,0.0523735,0.0481555,0.1703,0.804,0.804,1,0.569549383,1,1,1,1,1
2153,0.201,1,1,0.053027,0.03038855,0.02794115,0.4479,0.8975,0.8975,1,0.569549383,1,1,1,1,1
2154,0.201,1,1,0.013808,0.007913046,0.007275754,0.3064,0.7897,0.7897,1,0.569549383,1,1,1,1,1
2155,0.201,1,1,0.000198,0.000113469,0.000104331,0.4024,0.1213,0.1213,1,0.569549383,1,1,1,1,1
2156,0.201,1,1,0,0,0,0.3953,0.3249,0.3249,1,0.569549383,1,1,1,1,1
2157,0.201,1,1,0,0,0,0.2131,0.3282,0.3282,1,0.569549383,1,1,1,1,1
2158,0.201,1,1,0,0,0,0.2579,0.194,0.194,1,0.569549383,1,1,1,1,1
2159,0.201,1,1,0,0,0,0.5799,0.5166,0.5166,1,0.569549383,1,1,1,1,1
2160,0.201,1,1,0,0,0,0.4849,0.9139,0.9139,1,0.569549383,1,1,1,1,1
