Time_Index,NG,nuclear,NGCCS,nuclear_fusion,None
18118,8.661,0.66,9.61608,0,0
18119,8.661,0.66,9.61608,0,0
18120,8.661,0.66,9.61608,0,0
18121,8.661,0.66,9.61608,0,0
18122,8.661,0.66,9.61608,0,0
18123,8.661,0.66,9.61608,0,0
18124,8.661,0.66,9.61608,0,0
18125,8.661,0.66,9.61608,0,0
18126,8.661,0.66,9.61608,0,0
18127,8.661,0.66,9.61608,0,0
18128,8.661,0.66,9.61608,0,0
18129,8.661,0.66,9.61608,0,0
18130,8.661,0.66,9.61608,0,0
18131,8.661,0.66,9.61608,0,0
18132,8.661,0.66,9.61608,0,0
18133,8.661,0.66,9.61608,0,0
18134,8.661,0.66,9.61608,0,0
18135,8.661,0.66,9.61608,0,0
18136,8.661,0.66,9.61608,0,0
18137,8.661,0.66,9.61608,0,0
18138,8.661,0.66,9.61608,0,0
18139,8.661,0.66,9.61608,0,0
18140,8.661,0.66,9.61608,0,0
18141,8.661,0.66,9.61608,0,0
18142,8.661,0.66,9.61608,0,0
18143,8.661,0.66,9.61608,0,0
18144,8.661,0.66,9.61608,0,0
18145,8.661,0.66,9.61608,0,0
18146,8.661,0.66,9.61608,0,0
18147,8.661,0.66,9.61608,0,0
18148,8.661,0.66,9.61608,0,0
18149,8.661,0.66,9.61608,0,0
18150,8.661,0.66,9.61608,0,0
18151,8.661,0.66,9.61608,0,0
18152,8.661,0.66,9.61608,0,0
18153,8.661,0.66,9.61608,0,0
18154,8.661,0.66,9.61608,0,0
18155,8.661,0.66,9.61608,0,0
18156,8.661,0.66,9.61608,0,0
18157,8.661,0.66,9.61608,0,0
18158,8.661,0.66,9.61608,0,0
18159,8.661,0.66,9.61608,0,0
18160,8.661,0.66,9.61608,0,0
18161,8.661,0.66,9.61608,0,0
18162,8.661,0.66,9.61608,0,0
18163,8.661,0.66,9.61608,0,0
18164,8.661,0.66,9.61608,0,0
18165,8.661,0.66,9.61608,0,0
18166,8.661,0.66,9.61608,0,0
18167,8.661,0.66,9.61608,0,0
18168,8.661,0.66,9.61608,0,0
18169,8.661,0.66,9.61608,0,0
18170,8.661,0.66,9.61608,0,0
18171,8.661,0.66,9.61608,0,0
18172,8.661,0.66,9.61608,0,0
18173,8.661,0.66,9.61608,0,0
18174,8.661,0.66,9.61608,0,0
18175,8.661,0.66,9.61608,0,0
18176,8.661,0.66,9.61608,0,0
18177,8.661,0.66,9.61608,0,0
18178,8.661,0.66,9.61608,0,0
18179,8.661,0.66,9.61608,0,0
18180,8.661,0.66,9.61608,0,0
18181,8.661,0.66,9.61608,0,0
18182,8.661,0.66,9.61608,0,0
18183,8.661,0.66,9.61608,0,0
18184,8.661,0.66,9.61608,0,0
18185,8.661,0.66,9.61608,0,0
18186,8.661,0.66,9.61608,0,0
18187,8.661,0.66,9.61608,0,0
18188,8.661,0.66,9.61608,0,0
18189,8.661,0.66,9.61608,0,0
18190,8.661,0.66,9.61608,0,0
18191,8.661,0.66,9.61608,0,0
18192,8.661,0.66,9.61608,0,0
18193,8.661,0.66,9.61608,0,0
18194,8.661,0.66,9.61608,0,0
18195,8.661,0.66,9.61608,0,0
18196,8.661,0.66,9.61608,0,0
18197,8.661,0.66,9.61608,0,0
18198,8.661,0.66,9.61608,0,0
18199,8.661,0.66,9.61608,0,0
18200,8.661,0.66,9.61608,0,0
18201,8.661,0.66,9.61608,0,0
18202,8.661,0.66,9.61608,0,0
18203,8.661,0.66,9.61608,0,0
18204,8.661,0.66,9.61608,0,0
18205,8.661,0.66,9.61608,0,0
18206,8.661,0.66,9.61608,0,0
18207,8.661,0.66,9.61608,0,0
18208,8.661,0.66,9.61608,0,0
18209,8.661,0.66,9.61608,0,0
18210,8.661,0.66,9.61608,0,0
18211,8.661,0.66,9.61608,0,0
18212,8.661,0.66,9.61608,0,0
18213,8.661,0.66,9.61608,0,0
18214,8.661,0.66,9.61608,0,0
18215,8.661,0.66,9.61608,0,0
18216,8.661,0.66,9.61608,0,0
18217,8.661,0.66,9.61608,0,0
18218,8.661,0.66,9.61608,0,0
18219,8.661,0.66,9.61608,0,0
18220,8.661,0.66,9.61608,0,0
18221,8.661,0.66,9.61608,0,0
18222,8.661,0.66,9.61608,0,0
18223,8.661,0.66,9.61608,0,0
18224,8.661,0.66,9.61608,0,0
18225,8.661,0.66,9.61608,0,0
18226,8.661,0.66,9.61608,0,0
18227,8.661,0.66,9.61608,0,0
18228,8.661,0.66,9.61608,0,0
18229,8.661,0.66,9.61608,0,0
18230,8.661,0.66,9.61608,0,0
18231,8.661,0.66,9.61608,0,0
18232,8.661,0.66,9.61608,0,0
18233,8.661,0.66,9.61608,0,0
18234,8.661,0.66,9.61608,0,0
18235,8.661,0.66,9.61608,0,0
18236,8.661,0.66,9.61608,0,0
18237,8.661,0.66,9.61608,0,0
18238,8.661,0.66,9.61608,0,0
18239,8.661,0.66,9.61608,0,0
18240,8.661,0.66,9.61608,0,0
18241,8.661,0.66,9.61608,0,0
18242,8.661,0.66,9.61608,0,0
18243,8.661,0.66,9.61608,0,0
18244,8.661,0.66,9.61608,0,0
18245,8.661,0.66,9.61608,0,0
18246,8.661,0.66,9.61608,0,0
18247,8.661,0.66,9.61608,0,0
18248,8.661,0.66,9.61608,0,0
18249,8.661,0.66,9.61608,0,0
18250,8.661,0.66,9.61608,0,0
18251,8.661,0.66,9.61608,0,0
18252,8.661,0.66,9.61608,0,0
18253,8.661,0.66,9.61608,0,0
18254,8.661,0.66,9.61608,0,0
18255,8.661,0.66,9.61608,0,0
18256,8.661,0.66,9.61608,0,0
18257,8.661,0.66,9.61608,0,0
18258,8.661,0.66,9.61608,0,0
18259,8.661,0.66,9.61608,0,0
18260,8.661,0.66,9.61608,0,0
18261,8.661,0.66,9.61608,0,0
18262,8.661,0.66,9.61608,0,0
18263,8.661,0.66,9.61608,0,0
18264,8.661,0.66,9.61608,0,0
18265,8.275,0.66,9.23008,0,0
18266,8.275,0.66,9.23008,0,0
18267,8.275,0.66,9.23008,0,0
18268,8.275,0.66,9.23008,0,0
18269,8.275,0.66,9.23008,0,0
18270,8.275,0.66,9.23008,0,0
18271,8.275,0.66,9.23008,0,0
18272,8.275,0.66,9.23008,0,0
18273,8.275,0.66,9.23008,0,0
18274,8.275,0.66,9.23008,0,0
18275,8.275,0.66,9.23008,0,0
18276,8.275,0.66,9.23008,0,0
18277,8.275,0.66,9.23008,0,0
18278,8.275,0.66,9.23008,0,0
18279,8.275,0.66,9.23008,0,0
18280,8.275,0.66,9.23008,0,0
18281,8.275,0.66,9.23008,0,0
18282,8.275,0.66,9.23008,0,0
18283,8.275,0.66,9.23008,0,0
18284,8.275,0.66,9.23008,0,0
18285,8.275,0.66,9.23008,0,0
18286,8.275,0.66,9.23008,0,0
18287,8.275,0.66,9.23008,0,0
18288,8.275,0.66,9.23008,0,0
18289,8.275,0.66,9.23008,0,0
18290,8.275,0.66,9.23008,0,0
18291,8.275,0.66,9.23008,0,0
18292,8.275,0.66,9.23008,0,0
18293,8.275,0.66,9.23008,0,0
18294,8.275,0.66,9.23008,0,0
18295,8.275,0.66,9.23008,0,0
18296,8.275,0.66,9.23008,0,0
18297,8.275,0.66,9.23008,0,0
18298,8.275,0.66,9.23008,0,0
18299,8.275,0.66,9.23008,0,0
18300,8.275,0.66,9.23008,0,0
18301,8.275,0.66,9.23008,0,0
18302,8.275,0.66,9.23008,0,0
18303,8.275,0.66,9.23008,0,0
18304,8.275,0.66,9.23008,0,0
18305,8.275,0.66,9.23008,0,0
18306,8.275,0.66,9.23008,0,0
18307,8.275,0.66,9.23008,0,0
18308,8.275,0.66,9.23008,0,0
18309,8.275,0.66,9.23008,0,0
18310,8.275,0.66,9.23008,0,0
18311,8.275,0.66,9.23008,0,0
18312,8.275,0.66,9.23008,0,0
18313,8.275,0.66,9.23008,0,0
18314,8.275,0.66,9.23008,0,0
18315,8.275,0.66,9.23008,0,0
18316,8.275,0.66,9.23008,0,0
18317,8.275,0.66,9.23008,0,0
18318,8.275,0.66,9.23008,0,0
18319,8.275,0.66,9.23008,0,0
18320,8.275,0.66,9.23008,0,0
18321,8.275,0.66,9.23008,0,0
18322,8.275,0.66,9.23008,0,0
18323,8.275,0.66,9.23008,0,0
18324,8.275,0.66,9.23008,0,0
18325,8.275,0.66,9.23008,0,0
18326,8.275,0.66,9.23008,0,0
18327,8.275,0.66,9.23008,0,0
18328,8.275,0.66,9.23008,0,0
18329,8.275,0.66,9.23008,0,0
18330,8.275,0.66,9.23008,0,0
18331,8.275,0.66,9.23008,0,0
18332,8.275,0.66,9.23008,0,0
18333,8.275,0.66,9.23008,0,0
18334,8.275,0.66,9.23008,0,0
18335,8.275,0.66,9.23008,0,0
18336,8.275,0.66,9.23008,0,0
18337,8.275,0.66,9.23008,0,0
18338,8.275,0.66,9.23008,0,0
18339,8.275,0.66,9.23008,0,0
18340,8.275,0.66,9.23008,0,0
18341,8.275,0.66,9.23008,0,0
18342,8.275,0.66,9.23008,0,0
18343,8.275,0.66,9.23008,0,0
18344,8.275,0.66,9.23008,0,0
18345,8.275,0.66,9.23008,0,0
18346,8.275,0.66,9.23008,0,0
18347,8.275,0.66,9.23008,0,0
18348,8.275,0.66,9.23008,0,0
18349,8.275,0.66,9.23008,0,0
18350,8.275,0.66,9.23008,0,0
18351,8.275,0.66,9.23008,0,0
18352,8.275,0.66,9.23008,0,0
18353,8.275,0.66,9.23008,0,0
18354,8.275,0.66,9.23008,0,0
18355,8.275,0.66,9.23008,0,0
18356,8.275,0.66,9.23008,0,0
18357,8.275,0.66,9.23008,0,0
18358,8.275,0.66,9.23008,0,0
18359,8.275,0.66,9.23008,0,0
18360,8.275,0.66,9.23008,0,0
18361,8.275,0.66,9.23008,0,0
18362,8.275,0.66,9.23008,0,0
18363,8.275,0.66,9.23008,0,0
18364,8.275,0.66,9.23008,0,0
18365,8.275,0.66,9.23008,0,0
18366,8.275,0.66,9.23008,0,0
18367,8.275,0.66,9.23008,0,0
18368,8.275,0.66,9.23008,0,0
18369,8.275,0.66,9.23008,0,0
18370,8.275,0.66,9.23008,0,0
18371,8.275,0.66,9.23008,0,0
18372,8.275,0.66,9.23008,0,0
18373,8.275,0.66,9.23008,0,0
18374,8.275,0.66,9.23008,0,0
18375,8.275,0.66,9.23008,0,0
18376,8.275,0.66,9.23008,0,0
18377,8.275,0.66,9.23008,0,0
18378,8.275,0.66,9.23008,0,0
18379,8.275,0.66,9.23008,0,0
18380,8.275,0.66,9.23008,0,0
18381,8.275,0.66,9.23008,0,0
18382,8.275,0.66,9.23008,0,0
18383,8.275,0.66,9.23008,0,0
18384,8.275,0.66,9.23008,0,0
18385,8.275,0.66,9.23008,0,0
18386,8.275,0.66,9.23008,0,0
18387,8.275,0.66,9.23008,0,0
18388,8.275,0.66,9.23008,0,0
18389,8.275,0.66,9.23008,0,0
18390,8.275,0.66,9.23008,0,0
18391,8.275,0.66,9.23008,0,0
18392,8.275,0.66,9.23008,0,0
18393,8.275,0.66,9.23008,0,0
18394,8.275,0.66,9.23008,0,0
18395,8.275,0.66,9.23008,0,0
18396,8.275,0.66,9.23008,0,0
18397,8.275,0.66,9.23008,0,0
18398,8.275,0.66,9.23008,0,0
18399,8.275,0.66,9.23008,0,0
18400,8.275,0.66,9.23008,0,0
18401,8.275,0.66,9.23008,0,0
18402,8.275,0.66,9.23008,0,0
18403,8.275,0.66,9.23008,0,0
18404,8.275,0.66,9.23008,0,0
18405,8.275,0.66,9.23008,0,0
18406,8.275,0.66,9.23008,0,0
18407,8.275,0.66,9.23008,0,0
18408,8.275,0.66,9.23008,0,0
18409,8.275,0.66,9.23008,0,0
18410,8.275,0.66,9.23008,0,0
18411,8.275,0.66,9.23008,0,0
18412,8.275,0.66,9.23008,0,0
18413,8.275,0.66,9.23008,0,0
18414,8.275,0.66,9.23008,0,0
18415,8.275,0.66,9.23008,0,0
18416,8.275,0.66,9.23008,0,0
18417,8.275,0.66,9.23008,0,0
18418,8.275,0.66,9.23008,0,0
18419,8.275,0.66,9.23008,0,0
18420,8.275,0.66,9.23008,0,0
18421,8.275,0.66,9.23008,0,0
18422,8.275,0.66,9.23008,0,0
18423,8.275,0.66,9.23008,0,0
18424,8.275,0.66,9.23008,0,0
18425,8.275,0.66,9.23008,0,0
18426,8.275,0.66,9.23008,0,0
18427,8.275,0.66,9.23008,0,0
18428,8.275,0.66,9.23008,0,0
18429,8.275,0.66,9.23008,0,0
18430,8.275,0.66,9.23008,0,0
18431,8.275,0.66,9.23008,0,0
18432,8.275,0.66,9.23008,0,0
18433,8.275,0.66,9.23008,0,0
18434,8.275,0.66,9.23008,0,0
18435,8.275,0.66,9.23008,0,0
18436,8.275,0.66,9.23008,0,0
18437,8.275,0.66,9.23008,0,0
18438,8.275,0.66,9.23008,0,0
18439,8.275,0.66,9.23008,0,0
18440,8.275,0.66,9.23008,0,0
18441,8.275,0.66,9.23008,0,0
18442,8.275,0.66,9.23008,0,0
18443,8.275,0.66,9.23008,0,0
18444,8.275,0.66,9.23008,0,0
18445,8.275,0.66,9.23008,0,0
18446,8.275,0.66,9.23008,0,0
18447,8.275,0.66,9.23008,0,0
18448,8.275,0.66,9.23008,0,0
18449,8.275,0.66,9.23008,0,0
18450,8.275,0.66,9.23008,0,0
18451,8.275,0.66,9.23008,0,0
18452,8.275,0.66,9.23008,0,0
18453,8.275,0.66,9.23008,0,0
18454,8.275,0.66,9.23008,0,0
18455,8.275,0.66,9.23008,0,0
18456,8.275,0.66,9.23008,0,0
18457,8.275,0.66,9.23008,0,0
18458,8.275,0.66,9.23008,0,0
18459,8.275,0.66,9.23008,0,0
18460,8.275,0.66,9.23008,0,0
18461,8.275,0.66,9.23008,0,0
18462,8.275,0.66,9.23008,0,0
18463,8.275,0.66,9.23008,0,0
18464,8.275,0.66,9.23008,0,0
18465,8.275,0.66,9.23008,0,0
18466,8.275,0.66,9.23008,0,0
18467,8.275,0.66,9.23008,0,0
18468,8.275,0.66,9.23008,0,0
18469,8.275,0.66,9.23008,0,0
18470,8.275,0.66,9.23008,0,0
18471,8.275,0.66,9.23008,0,0
18472,8.275,0.66,9.23008,0,0
18473,8.275,0.66,9.23008,0,0
18474,8.275,0.66,9.23008,0,0
18475,8.275,0.66,9.23008,0,0
18476,8.275,0.66,9.23008,0,0
18477,8.275,0.66,9.23008,0,0
18478,8.275,0.66,9.23008,0,0
18479,8.275,0.66,9.23008,0,0
18480,8.275,0.66,9.23008,0,0
18481,8.275,0.66,9.23008,0,0
18482,8.275,0.66,9.23008,0,0
18483,8.275,0.66,9.23008,0,0
18484,8.275,0.66,9.23008,0,0
18485,8.275,0.66,9.23008,0,0
18486,8.275,0.66,9.23008,0,0
18487,8.275,0.66,9.23008,0,0
18488,8.275,0.66,9.23008,0,0
18489,8.275,0.66,9.23008,0,0
18490,8.275,0.66,9.23008,0,0
18491,8.275,0.66,9.23008,0,0
18492,8.275,0.66,9.23008,0,0
18493,8.275,0.66,9.23008,0,0
18494,8.275,0.66,9.23008,0,0
18495,8.275,0.66,9.23008,0,0
18496,8.275,0.66,9.23008,0,0
18497,8.275,0.66,9.23008,0,0
18498,8.275,0.66,9.23008,0,0
18499,8.275,0.66,9.23008,0,0
18500,8.275,0.66,9.23008,0,0
18501,8.275,0.66,9.23008,0,0
18502,8.275,0.66,9.23008,0,0
18503,8.275,0.66,9.23008,0,0
18504,8.275,0.66,9.23008,0,0
18505,8.275,0.66,9.23008,0,0
18506,8.275,0.66,9.23008,0,0
18507,8.275,0.66,9.23008,0,0
18508,8.275,0.66,9.23008,0,0
18509,8.275,0.66,9.23008,0,0
18510,8.275,0.66,9.23008,0,0
18511,8.275,0.66,9.23008,0,0
18512,8.275,0.66,9.23008,0,0
18513,8.275,0.66,9.23008,0,0
18514,8.275,0.66,9.23008,0,0
18515,8.275,0.66,9.23008,0,0
18516,8.275,0.66,9.23008,0,0
18517,8.275,0.66,9.23008,0,0
18518,8.275,0.66,9.23008,0,0
18519,8.275,0.66,9.23008,0,0
18520,8.275,0.66,9.23008,0,0
18521,8.275,0.66,9.23008,0,0
18522,8.275,0.66,9.23008,0,0
18523,8.275,0.66,9.23008,0,0
18524,8.275,0.66,9.23008,0,0
18525,8.275,0.66,9.23008,0,0
18526,8.275,0.66,9.23008,0,0
18527,8.275,0.66,9.23008,0,0
18528,8.275,0.66,9.23008,0,0
18529,8.275,0.66,9.23008,0,0
18530,8.275,0.66,9.23008,0,0
18531,8.275,0.66,9.23008,0,0
18532,8.275,0.66,9.23008,0,0
18533,8.275,0.66,9.23008,0,0
18534,8.275,0.66,9.23008,0,0
18535,8.275,0.66,9.23008,0,0
18536,8.275,0.66,9.23008,0,0
18537,8.275,0.66,9.23008,0,0
18538,8.275,0.66,9.23008,0,0
18539,8.275,0.66,9.23008,0,0
18540,8.275,0.66,9.23008,0,0
18541,8.275,0.66,9.23008,0,0
18542,8.275,0.66,9.23008,0,0
18543,8.275,0.66,9.23008,0,0
18544,8.275,0.66,9.23008,0,0
18545,8.275,0.66,9.23008,0,0
18546,8.275,0.66,9.23008,0,0
18547,8.275,0.66,9.23008,0,0
18548,8.275,0.66,9.23008,0,0
18549,8.275,0.66,9.23008,0,0
18550,8.275,0.66,9.23008,0,0
18551,8.275,0.66,9.23008,0,0
18552,8.275,0.66,9.23008,0,0
18553,8.275,0.66,9.23008,0,0
18554,8.275,0.66,9.23008,0,0
18555,8.275,0.66,9.23008,0,0
18556,8.275,0.66,9.23008,0,0
18557,8.275,0.66,9.23008,0,0
18558,8.275,0.66,9.23008,0,0
18559,8.275,0.66,9.23008,0,0
18560,8.275,0.66,9.23008,0,0
18561,8.275,0.66,9.23008,0,0
18562,8.275,0.66,9.23008,0,0
18563,8.275,0.66,9.23008,0,0
18564,8.275,0.66,9.23008,0,0
18565,8.275,0.66,9.23008,0,0
18566,8.275,0.66,9.23008,0,0
18567,8.275,0.66,9.23008,0,0
18568,8.275,0.66,9.23008,0,0
18569,8.275,0.66,9.23008,0,0
18570,8.275,0.66,9.23008,0,0
18571,8.275,0.66,9.23008,0,0
18572,8.275,0.66,9.23008,0,0
18573,8.275,0.66,9.23008,0,0
18574,8.275,0.66,9.23008,0,0
18575,8.275,0.66,9.23008,0,0
18576,8.275,0.66,9.23008,0,0
18577,8.275,0.66,9.23008,0,0
18578,8.275,0.66,9.23008,0,0
18579,8.275,0.66,9.23008,0,0
18580,8.275,0.66,9.23008,0,0
18581,8.275,0.66,9.23008,0,0
18582,8.275,0.66,9.23008,0,0
18583,8.275,0.66,9.23008,0,0
18584,8.275,0.66,9.23008,0,0
18585,8.275,0.66,9.23008,0,0
18586,8.275,0.66,9.23008,0,0
18587,8.275,0.66,9.23008,0,0
18588,8.275,0.66,9.23008,0,0
18589,8.275,0.66,9.23008,0,0
18590,8.275,0.66,9.23008,0,0
18591,8.275,0.66,9.23008,0,0
18592,8.275,0.66,9.23008,0,0
18593,8.275,0.66,9.23008,0,0
18594,8.275,0.66,9.23008,0,0
18595,8.275,0.66,9.23008,0,0
18596,8.275,0.66,9.23008,0,0
18597,8.275,0.66,9.23008,0,0
18598,8.275,0.66,9.23008,0,0
18599,8.275,0.66,9.23008,0,0
18600,8.275,0.66,9.23008,0,0
18601,8.275,0.66,9.23008,0,0
18602,8.275,0.66,9.23008,0,0
18603,8.275,0.66,9.23008,0,0
18604,8.275,0.66,9.23008,0,0
18605,8.275,0.66,9.23008,0,0
18606,8.275,0.66,9.23008,0,0
18607,8.275,0.66,9.23008,0,0
18608,8.275,0.66,9.23008,0,0
18609,8.275,0.66,9.23008,0,0
18610,8.275,0.66,9.23008,0,0
18611,8.275,0.66,9.23008,0,0
18612,8.275,0.66,9.23008,0,0
18613,8.275,0.66,9.23008,0,0
18614,8.275,0.66,9.23008,0,0
18615,8.275,0.66,9.23008,0,0
18616,8.275,0.66,9.23008,0,0
18617,8.275,0.66,9.23008,0,0
18618,8.275,0.66,9.23008,0,0
18619,8.275,0.66,9.23008,0,0
18620,8.275,0.66,9.23008,0,0
18621,8.275,0.66,9.23008,0,0
18622,8.275,0.66,9.23008,0,0
18623,8.275,0.66,9.23008,0,0
18624,8.275,0.66,9.23008,0,0
18625,8.275,0.66,9.23008,0,0
18626,8.275,0.66,9.23008,0,0
18627,8.275,0.66,9.23008,0,0
18628,8.275,0.66,9.23008,0,0
18629,8.275,0.66,9.23008,0,0
18630,8.275,0.66,9.23008,0,0
18631,8.275,0.66,9.23008,0,0
18632,8.275,0.66,9.23008,0,0
18633,8.275,0.66,9.23008,0,0
18634,8.275,0.66,9.23008,0,0
18635,8.275,0.66,9.23008,0,0
18636,8.275,0.66,9.23008,0,0
18637,8.275,0.66,9.23008,0,0
18638,8.275,0.66,9.23008,0,0
18639,8.275,0.66,9.23008,0,0
18640,8.275,0.66,9.23008,0,0
18641,8.275,0.66,9.23008,0,0
18642,8.275,0.66,9.23008,0,0
18643,8.275,0.66,9.23008,0,0
18644,8.275,0.66,9.23008,0,0
18645,8.275,0.66,9.23008,0,0
18646,8.275,0.66,9.23008,0,0
18647,8.275,0.66,9.23008,0,0
18648,8.275,0.66,9.23008,0,0
18649,8.275,0.66,9.23008,0,0
18650,8.275,0.66,9.23008,0,0
18651,8.275,0.66,9.23008,0,0
18652,8.275,0.66,9.23008,0,0
18653,8.275,0.66,9.23008,0,0
18654,8.275,0.66,9.23008,0,0
18655,8.275,0.66,9.23008,0,0
18656,8.275,0.66,9.23008,0,0
18657,8.275,0.66,9.23008,0,0
18658,8.275,0.66,9.23008,0,0
18659,8.275,0.66,9.23008,0,0
18660,8.275,0.66,9.23008,0,0
18661,8.275,0.66,9.23008,0,0
18662,8.275,0.66,9.23008,0,0
18663,8.275,0.66,9.23008,0,0
18664,8.275,0.66,9.23008,0,0
18665,8.275,0.66,9.23008,0,0
18666,8.275,0.66,9.23008,0,0
18667,8.275,0.66,9.23008,0,0
18668,8.275,0.66,9.23008,0,0
18669,8.275,0.66,9.23008,0,0
18670,8.275,0.66,9.23008,0,0
18671,8.275,0.66,9.23008,0,0
18672,8.275,0.66,9.23008,0,0
18673,8.275,0.66,9.23008,0,0
18674,8.275,0.66,9.23008,0,0
18675,8.275,0.66,9.23008,0,0
18676,8.275,0.66,9.23008,0,0
18677,8.275,0.66,9.23008,0,0
18678,8.275,0.66,9.23008,0,0
18679,8.275,0.66,9.23008,0,0
18680,8.275,0.66,9.23008,0,0
18681,8.275,0.66,9.23008,0,0
18682,8.275,0.66,9.23008,0,0
18683,8.275,0.66,9.23008,0,0
18684,8.275,0.66,9.23008,0,0
18685,8.275,0.66,9.23008,0,0
18686,8.275,0.66,9.23008,0,0
18687,8.275,0.66,9.23008,0,0
18688,8.275,0.66,9.23008,0,0
18689,8.275,0.66,9.23008,0,0
18690,8.275,0.66,9.23008,0,0
18691,8.275,0.66,9.23008,0,0
18692,8.275,0.66,9.23008,0,0
18693,8.275,0.66,9.23008,0,0
18694,8.275,0.66,9.23008,0,0
18695,8.275,0.66,9.23008,0,0
18696,8.275,0.66,9.23008,0,0
18697,8.275,0.66,9.23008,0,0
18698,8.275,0.66,9.23008,0,0
18699,8.275,0.66,9.23008,0,0
18700,8.275,0.66,9.23008,0,0
18701,8.275,0.66,9.23008,0,0
18702,8.275,0.66,9.23008,0,0
18703,8.275,0.66,9.23008,0,0
18704,8.275,0.66,9.23008,0,0
18705,8.275,0.66,9.23008,0,0
18706,8.275,0.66,9.23008,0,0
18707,8.275,0.66,9.23008,0,0
18708,8.275,0.66,9.23008,0,0
18709,8.275,0.66,9.23008,0,0
18710,8.275,0.66,9.23008,0,0
18711,8.275,0.66,9.23008,0,0
18712,8.275,0.66,9.23008,0,0
18713,8.275,0.66,9.23008,0,0
18714,8.275,0.66,9.23008,0,0
18715,8.275,0.66,9.23008,0,0
18716,8.275,0.66,9.23008,0,0
18717,8.275,0.66,9.23008,0,0
18718,8.275,0.66,9.23008,0,0
18719,8.275,0.66,9.23008,0,0
18720,8.275,0.66,9.23008,0,0
18721,8.275,0.66,9.23008,0,0
18722,8.275,0.66,9.23008,0,0
18723,8.275,0.66,9.23008,0,0
18724,8.275,0.66,9.23008,0,0
18725,8.275,0.66,9.23008,0,0
18726,8.275,0.66,9.23008,0,0
18727,8.275,0.66,9.23008,0,0
18728,8.275,0.66,9.23008,0,0
18729,8.275,0.66,9.23008,0,0
18730,8.275,0.66,9.23008,0,0
18731,8.275,0.66,9.23008,0,0
18732,8.275,0.66,9.23008,0,0
18733,8.275,0.66,9.23008,0,0
18734,8.275,0.66,9.23008,0,0
18735,8.275,0.66,9.23008,0,0
18736,8.275,0.66,9.23008,0,0
18737,8.275,0.66,9.23008,0,0
18738,8.275,0.66,9.23008,0,0
18739,8.275,0.66,9.23008,0,0
18740,8.275,0.66,9.23008,0,0
18741,8.275,0.66,9.23008,0,0
18742,8.275,0.66,9.23008,0,0
18743,8.275,0.66,9.23008,0,0
18744,8.275,0.66,9.23008,0,0
18745,8.275,0.66,9.23008,0,0
18746,8.275,0.66,9.23008,0,0
18747,8.275,0.66,9.23008,0,0
18748,8.275,0.66,9.23008,0,0
18749,8.275,0.66,9.23008,0,0
18750,8.275,0.66,9.23008,0,0
18751,8.275,0.66,9.23008,0,0
18752,8.275,0.66,9.23008,0,0
18753,8.275,0.66,9.23008,0,0
18754,8.275,0.66,9.23008,0,0
18755,8.275,0.66,9.23008,0,0
18756,8.275,0.66,9.23008,0,0
18757,8.275,0.66,9.23008,0,0
18758,8.275,0.66,9.23008,0,0
18759,8.275,0.66,9.23008,0,0
18760,8.275,0.66,9.23008,0,0
18761,8.275,0.66,9.23008,0,0
18762,8.275,0.66,9.23008,0,0
18763,8.275,0.66,9.23008,0,0
18764,8.275,0.66,9.23008,0,0
18765,8.275,0.66,9.23008,0,0
18766,8.275,0.66,9.23008,0,0
18767,8.275,0.66,9.23008,0,0
18768,8.275,0.66,9.23008,0,0
18769,8.275,0.66,9.23008,0,0
18770,8.275,0.66,9.23008,0,0
18771,8.275,0.66,9.23008,0,0
18772,8.275,0.66,9.23008,0,0
18773,8.275,0.66,9.23008,0,0
18774,8.275,0.66,9.23008,0,0
18775,8.275,0.66,9.23008,0,0
18776,8.275,0.66,9.23008,0,0
18777,8.275,0.66,9.23008,0,0
18778,8.275,0.66,9.23008,0,0
18779,8.275,0.66,9.23008,0,0
18780,8.275,0.66,9.23008,0,0
18781,8.275,0.66,9.23008,0,0
18782,8.275,0.66,9.23008,0,0
18783,8.275,0.66,9.23008,0,0
18784,8.275,0.66,9.23008,0,0
18785,8.275,0.66,9.23008,0,0
18786,8.275,0.66,9.23008,0,0
18787,8.275,0.66,9.23008,0,0
18788,8.275,0.66,9.23008,0,0
18789,8.275,0.66,9.23008,0,0
18790,8.275,0.66,9.23008,0,0
18791,8.275,0.66,9.23008,0,0
18792,8.275,0.66,9.23008,0,0
18793,8.275,0.66,9.23008,0,0
18794,8.275,0.66,9.23008,0,0
18795,8.275,0.66,9.23008,0,0
18796,8.275,0.66,9.23008,0,0
18797,8.275,0.66,9.23008,0,0
18798,8.275,0.66,9.23008,0,0
18799,8.275,0.66,9.23008,0,0
18800,8.275,0.66,9.23008,0,0
18801,8.275,0.66,9.23008,0,0
18802,8.275,0.66,9.23008,0,0
18803,8.275,0.66,9.23008,0,0
18804,8.275,0.66,9.23008,0,0
18805,8.275,0.66,9.23008,0,0
18806,8.275,0.66,9.23008,0,0
18807,8.275,0.66,9.23008,0,0
18808,8.275,0.66,9.23008,0,0
18809,8.275,0.66,9.23008,0,0
18810,8.275,0.66,9.23008,0,0
18811,8.275,0.66,9.23008,0,0
18812,8.275,0.66,9.23008,0,0
18813,8.275,0.66,9.23008,0,0
18814,8.275,0.66,9.23008,0,0
18815,8.275,0.66,9.23008,0,0
