Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2
,,,,,,,45955.0,21604.394,26558.86
,,,,,,,45956.0,21861.96,25889.62
,,,,,,,45957.0,21595.939,21173.66
,,,,,,,45958.0,21235.311,19523.79
,,,,,,,45959.0,20577.334,17959.18
,,,,,,,45960.0,20327.066,16978.01
,,,,,,,45961.0,20526.693,15128.78
,,,,,,,45962.0,20354.211,14862.08
,,,,,,,45963.0,20551.168,14710.73
,,,,,,,45964.0,20907.346,14898.26
,,,,,,,45965.0,21474.899,16154.95
,,,,,,,45966.0,22119.882,17693.65
,,,,,,,45967.0,23201.499,19561.48
,,,,,,,45968.0,23710.668,21213.13
,,,,,,,45969.0,23718.233,23068.31
,,,,,,,45970.0,23774.57,24328.6
,,,,,,,45971.0,23522.344,26561.8
,,,,,,,45972.0,23038.896,27123.67
,,,,,,,45973.0,22314.347,26521.29
,,,,,,,45974.0,21885.723,25648.88
,,,,,,,45975.0,21990.832,25378.6
,,,,,,,45976.0,22775.011,26213.26
,,,,,,,45977.0,23608.318,24772.08
,,,,,,,45978.0,23846.927,26832.64
,,,,,,,45979.0,23970.103,27061.78
,,,,,,,45980.0,24316.491,27078.09
,,,,,,,45981.0,23077.077,24724.03
,,,,,,,45982.0,22214.667,22125.18
,,,,,,,45983.0,21297.077,19738.72
,,,,,,,45984.0,20439.74,16692.99
,,,,,,,45985.0,20650.136,15500.92
,,,,,,,45986.0,20826.178,15117.93
,,,,,,,45987.0,21027.318,15143.18
,,,,,,,45988.0,21820.397,15218.16
,,,,,,,45989.0,22673.106,16259.19
,,,,,,,45990.0,25968.687,17852.06
,,,,,,,45991.0,27122.216,19293.48
,,,,,,,45992.0,25849.961,21131.63
,,,,,,,45993.0,25058.395,23371.15
,,,,,,,45994.0,24402.287,24953.52
,,,,,,,45995.0,24176.138,26868.79
,,,,,,,45996.0,23619.799,27506.25
,,,,,,,45997.0,23173.642,26710.46
,,,,,,,45998.0,22553.312,26478.41
,,,,,,,45999.0,22444.91,26014.16
,,,,,,,46000.0,22704.968,26770.11
,,,,,,,46001.0,23127.629,25837.75
,,,,,,,46002.0,23283.735,27538.16
,,,,,,,46003.0,24505.883,27795.18
,,,,,,,46004.0,24202.66,27051.62
,,,,,,,46005.0,24169.374,24237.76
,,,,,,,46006.0,23356.27,22278.04
,,,,,,,46007.0,21668.207,19739.49
,,,,,,,46008.0,20098.781,16604.9
,,,,,,,46009.0,20955.94,16488.96
,,,,,,,46010.0,20696.861,16467.5
,,,,,,,46011.0,21078.671,17116.93
,,,,,,,46012.0,21526.875,17924.09
,,,,,,,46013.0,22551.977,20102.0
,,,,,,,46014.0,25545.225,23468.03
,,,,,,,46015.0,26922.233,27863.25
,,,,,,,46016.0,25800.922,28273.49
,,,,,,,46017.0,25183.084,28428.68
,,,,,,,46018.0,24558.393,29113.76
,,,,,,,46019.0,24120.068,30068.37
,,,,,,,46020.0,23370.421,28827.02
,,,,,,,46021.0,23130.922,27456.96
,,,,,,,46022.0,22304.023,27692.6
,,,,,,,46023.0,22432.895,29646.61
,,,,,,,46024.0,22449.538,32099.29
,,,,,,,46025.0,23064.884,33412.24
,,,,,,,46026.0,23625.139,30874.75
,,,,,,,46027.0,24100.043,26902.68
,,,,,,,46028.0,24206.754,27493.71
,,,,,,,46029.0,23386.174,23405.12
,,,,,,,46030.0,22507.121,21413.98
,,,,,,,46031.0,20337.835,19775.79
,,,,,,,46032.0,19236.638,17906.39
,,,,,,,46033.0,19358.746,17459.19
,,,,,,,46034.0,19179.411,17132.2
,,,,,,,46035.0,19329.02,17494.3
,,,,,,,46036.0,19698.281,17993.75
,,,,,,,46037.0,20561.848,20090.86
,,,,,,,46038.0,23472.949,23247.27
,,,,,,,46039.0,25029.114,27470.29
,,,,,,,46040.0,24474.733,28057.3
,,,,,,,46041.0,23712.893,28189.5
,,,,,,,46042.0,23238.879,28717.32
,,,,,,,46043.0,22695.89,30467.6
,,,,,,,46044.0,22296.725,30859.89
,,,,,,,46045.0,22229.085,30585.97
,,,,,,,46046.0,21987.984,31630.44
,,,,,,,46047.0,22126.646,34009.1
,,,,,,,46048.0,22907.443,36653.87
,,,,,,,46049.0,23499.026,37693.39
,,,,,,,46050.0,23404.864,35479.74
,,,,,,,46051.0,24405.669,32224.53
,,,,,,,46052.0,24115.885,32702.1
,,,,,,,46053.0,23750.718,28586.51
,,,,,,,46054.0,22691.44,25187.8
,,,,,,,46055.0,20679.595,23112.6
,,,,,,,46056.0,20265.745,21107.06
,,,,,,,46057.0,20088.101,19800.73
,,,,,,,46058.0,19895.861,19440.17
,,,,,,,46059.0,20059.087,19969.28
,,,,,,,46060.0,20421.139,20625.61
,,,,,,,46061.0,21798.325,22736.96
,,,,,,,46062.0,24001.698,25966.0
,,,,,,,46063.0,25603.876,30651.57
,,,,,,,46064.0,25724.916,31890.8
,,,,,,,46065.0,24884.311,31828.18
,,,,,,,46066.0,24618.735,31808.71
,,,,,,,46067.0,24160.474,32733.51
,,,,,,,46068.0,23405.22,32396.84
,,,,,,,46069.0,23067.91,31199.37
,,,,,,,46070.0,23126.116,31563.8
,,,,,,,46071.0,22383.856,33632.75
,,,,,,,46072.0,22447.135,35568.35
,,,,,,,46073.0,22679.158,36596.21
,,,,,,,46074.0,23103.955,34012.71
,,,,,,,46075.0,23850.932,30948.67
,,,,,,,46076.0,24644.367,31810.64
,,,,,,,46077.0,24444.117,28563.24
,,,,,,,46078.0,22404.771,24820.08
,,,,,,,46079.0,21421.41,22746.0
,,,,,,,46080.0,20399.245,20797.2
,,,,,,,46081.0,20456.65,20001.65
,,,,,,,46082.0,20433.332,19586.89
,,,,,,,46083.0,20244.296,20000.31
,,,,,,,46084.0,21279.277,20585.6
,,,,,,,46085.0,21670.699,22655.0
,,,,,,,46086.0,23237.01,26090.33
,,,,,,,46087.0,23794.328,31022.66
,,,,,,,46088.0,23682.811,32453.01
,,,,,,,46089.0,23940.733,32382.67
,,,,,,,46090.0,23729.18,32192.56
,,,,,,,46091.0,23393.561,32706.48
,,,,,,,46092.0,22722.857,32060.44
,,,,,,,46093.0,21901.565,30086.95
,,,,,,,46094.0,21543.251,29992.72
,,,,,,,46095.0,21023.046,31384.95
,,,,,,,46096.0,21442.236,33539.28
,,,,,,,46097.0,22197.935,34325.72
,,,,,,,46098.0,22476.861,32100.7
,,,,,,,46099.0,22596.833,28925.52
,,,,,,,46100.0,23330.994,29255.94
,,,,,,,46101.0,22023.94,25184.9
,,,,,,,46102.0,21327.515,22281.6
,,,,,,,46103.0,20868.542,20341.01
,,,,,,,46104.0,19252.48,18563.35
,,,,,,,46105.0,18973.465,18069.29
,,,,,,,46106.0,19360.526,17700.88
,,,,,,,46107.0,19117.111,18256.9
,,,,,,,46108.0,19290.394,18888.73
,,,,,,,46109.0,19655.116,20849.23
,,,,,,,46110.0,21113.559,24344.52
,,,,,,,46111.0,21929.333,28700.52
,,,,,,,46112.0,22774.566,30249.23
,,,,,,,46113.0,23078.323,30647.39
,,,,,,,46114.0,23021.986,30281.36
,,,,,,,46115.0,22856.713,30515.1
,,,,,,,46116.0,22265.575,29622.63
,,,,,,,46117.0,21560.517,27981.2
,,,,,,,46118.0,21029.009,28101.38
,,,,,,,46119.0,20836.858,29593.75
,,,,,,,46120.0,21122.103,31844.21
,,,,,,,46121.0,21576.27,33308.62
,,,,,,,46122.0,21667.139,31368.88
,,,,,,,46123.0,21963.242,27935.18
,,,,,,,46124.0,21753.38,27957.85
,,,,,,,46125.0,21008.984,23794.57
,,,,,,,46126.0,20888.834,21194.62
,,,,,,,46127.0,20411.349,19338.38
,,,,,,,46128.0,19546.981,18194.78
,,,,,,,46129.0,18901.731,16053.39
,,,,,,,46130.0,18624.496,15649.94
,,,,,,,46131.0,18405.734,15640.94
,,,,,,,46132.0,19099.044,15789.98
,,,,,,,46133.0,18916.683,17111.1
,,,,,,,46134.0,19755.508,18892.77
,,,,,,,46135.0,20911.707,20422.02
,,,,,,,46136.0,21810.34,22525.95
,,,,,,,46137.0,21971.074,25044.18
,,,,,,,46138.0,23154.329,26936.85
,,,,,,,46139.0,21780.614,29240.34
,,,,,,,46140.0,21103.502,30794.28
,,,,,,,46141.0,20433.51,30549.8
,,,,,,,46142.0,19973.469,30514.61
,,,,,,,46143.0,19800.186,30486.42
,,,,,,,46144.0,20036.481,31420.4
,,,,,,,46145.0,20371.655,30048.04
,,,,,,,46146.0,20492.339,31565.22
,,,,,,,46147.0,20874.683,32233.28
,,,,,,,46148.0,20943.035,31590.54
,,,,,,,46149.0,20435.29,28588.5
,,,,,,,46150.0,19965.548,26435.83
,,,,,,,46151.0,19086.139,23828.11
,,,,,,,46152.0,18593.168,20751.9
,,,,,,,46153.0,18256.392,19333.47
,,,,,,,46154.0,18250.785,19057.07
,,,,,,,46155.0,18200.856,19222.43
,,,,,,,46156.0,18482.452,19564.75
,,,,,,,46157.0,19299.116,20811.68
,,,,,,,46158.0,20362.666,22267.29
,,,,,,,46159.0,22154.503,23932.09
,,,,,,,46160.0,22886.528,25743.15
,,,,,,,46161.0,23206.216,28114.28
,,,,,,,46162.0,23507.481,29082.36
,,,,,,,46163.0,23679.073,30639.11
,,,,,,,46164.0,23253.831,31269.3
,,,,,,,46165.0,22618.816,30143.48
,,,,,,,46166.0,22286.223,28892.76
,,,,,,,46167.0,22189.747,27801.04
,,,,,,,46168.0,22785.691,27894.57
,,,,,,,46169.0,23702.035,26546.58
,,,,,,,46170.0,23669.372,28134.45
,,,,,,,46171.0,24177.206,29362.66
,,,,,,,46172.0,23895.165,29932.83
,,,,,,,46173.0,23118.907,27685.17
,,,,,,,46174.0,22120.772,24709.21
,,,,,,,46175.0,20345.667,21933.13
,,,,,,,46176.0,19098.866,18612.11
,,,,,,,46177.0,19332.58,18098.59
,,,,,,,46178.0,19326.706,17747.23
,,,,,,,46179.0,19348.689,18252.95
,,,,,,,46180.0,19786.391,18957.05
,,,,,,,46181.0,20679.417,21168.12
,,,,,,,46182.0,23323.162,24561.8
,,,,,,,46183.0,25313.113,29308.31
,,,,,,,46184.0,24909.676,31426.78
,,,,,,,46185.0,24228.203,31526.19
,,,,,,,46186.0,23777.24,31280.3
,,,,,,,46187.0,23570.849,31374.99
,,,,,,,46188.0,23153.884,30018.71
,,,,,,,46189.0,22665.897,27900.39
,,,,,,,46190.0,22347.01,27864.61
,,,,,,,46191.0,22188.768,29482.48
,,,,,,,46192.0,22621.486,31784.85
,,,,,,,46193.0,23149.879,33392.75
,,,,,,,46194.0,23320.403,30600.9
,,,,,,,46195.0,24146.857,26759.84
,,,,,,,46196.0,24172.756,27013.27
,,,,,,,46197.0,23137.864,23942.68
,,,,,,,46198.0,22206.657,20908.17
,,,,,,,46199.0,21269.22,19046.39
,,,,,,,46200.0,19410.9,17789.28
,,,,,,,46201.0,18994.202,17122.59
,,,,,,,46202.0,19396.749,16841.85
,,,,,,,46203.0,19419.8,17429.09
,,,,,,,46204.0,19986.196,18226.02
,,,,,,,46205.0,20922.743,20410.51
,,,,,,,46206.0,24056.077,23510.87
,,,,,,,46207.0,25379.863,28074.1
,,,,,,,46208.0,25012.026,29386.48
,,,,,,,46209.0,24163.678,29688.42
,,,,,,,46210.0,23509.706,29776.35
,,,,,,,46211.0,22693.22,29631.43
,,,,,,,46212.0,22491.368,28365.52
,,,,,,,46213.0,22056.87,26751.73
,,,,,,,46214.0,21478.103,26802.29
,,,,,,,46215.0,21438.142,28557.59
,,,,,,,46216.0,22360.894,31268.62
,,,,,,,46217.0,23013.264,33363.49
,,,,,,,46218.0,23146.764,30420.75
,,,,,,,46219.0,23539.165,26367.27
,,,,,,,46220.0,23836.425,26323.48
,,,,,,,46221.0,23206.661,23111.77
,,,,,,,46222.0,21572.087,20069.43
,,,,,,,46223.0,20682.532,18081.69
,,,,,,,46224.0,18614.083,16369.27
,,,,,,,46225.0,19240.376,15838.92
,,,,,,,46226.0,18975.868,15496.63
,,,,,,,46227.0,19135.623,15963.37
,,,,,,,46228.0,19406.272,16651.29
,,,,,,,46229.0,20764.768,18783.59
,,,,,,,46230.0,22810.166,22097.68
,,,,,,,46231.0,24419.998,26522.95
,,,,,,,46232.0,23513.533,28035.42
,,,,,,,46233.0,22602.44,28213.15
,,,,,,,46234.0,22218.939,27844.48
,,,,,,,46235.0,22113.563,28381.25
,,,,,,,46236.0,21643.999,27315.2
,,,,,,,46237.0,21368.989,26033.79
,,,,,,,46238.0,20913.22,26441.13
,,,,,,,46239.0,20403.428,28820.94
,,,,,,,46240.0,20393.994,31648.02
,,,,,,,46241.0,20612.133,33510.87
,,,,,,,46242.0,21168.917,30664.35
,,,,,,,46243.0,21728.104,26440.8
,,,,,,,46244.0,22376.825,26120.19
,,,,,,,46245.0,21876.645,22422.08
,,,,,,,46246.0,20651.916,19837.46
,,,,,,,46247.0,19586.319,17986.55
,,,,,,,46248.0,18522.235,16216.85
,,,,,,,46249.0,18420.419,15547.6
,,,,,,,46250.0,18877.612,15100.91
,,,,,,,46251.0,19306.77,15235.32
,,,,,,,46252.0,19611.239,15547.47
,,,,,,,46253.0,21036.396,17359.54
,,,,,,,46254.0,22886.439,20159.42
,,,,,,,46255.0,24207.199,23869.0
,,,,,,,46256.0,23465.918,24684.0
,,,,,,,46257.0,22419.634,24751.73
,,,,,,,46258.0,22070.932,25137.79
,,,,,,,46259.0,21748.218,26851.53
,,,,,,,46260.0,21064.609,26977.09
,,,,,,,46261.0,20875.217,26673.48
,,,,,,,46262.0,19893.636,27406.32
,,,,,,,46263.0,19709.584,29528.34
,,,,,,,46264.0,19886.872,32211.67
,,,,,,,46265.0,20338.992,34204.83
,,,,,,,46266.0,20637.765,31709.94
,,,,,,,46267.0,20801.525,27429.91
,,,,,,,46268.0,20979.703,26697.72
,,,,,,,46269.0,20412.061,22939.25
,,,,,,,46270.0,19826.441,20340.71
,,,,,,,46271.0,18766.54,18206.6
,,,,,,,46272.0,17352.597,16123.74
,,,,,,,46273.0,17528.461,15390.74
,,,,,,,46274.0,17304.27,14922.66
,,,,,,,46275.0,17972.304,15198.2
,,,,,,,46276.0,17807.031,15590.97
,,,,,,,46277.0,18251.675,17555.85
,,,,,,,46278.0,18984.145,20621.58
,,,,,,,46279.0,19995.363,24571.64
,,,,,,,46280.0,20414.197,25351.91
,,,,,,,46281.0,20681.108,25519.84
,,,,,,,46282.0,20548.142,25484.91
,,,,,,,46283.0,20177.546,26398.79
,,,,,,,46284.0,19673.361,25880.97
,,,,,,,46285.0,19194.185,24984.09
,,,,,,,46286.0,18606.34,25806.49
,,,,,,,46287.0,18322.697,28317.98
,,,,,,,46288.0,18946.231,31070.87
,,,,,,,46289.0,19084.359,32937.51
,,,,,,,46290.0,18975.156,30031.19
,,,,,,,46291.0,19283.007,25985.19
,,,,,,,46292.0,19416.329,25603.48
,,,,,,,46293.0,18918.107,22284.32
,,,,,,,46294.0,18365.506,19879.22
,,,,,,,46295.0,17552.58,18066.12
,,,,,,,46296.0,16925.219,17069.02
,,,,,,,46297.0,16108.288,15161.76
,,,,,,,46298.0,15937.764,14778.66
,,,,,,,46299.0,16063.254,14571.61
,,,,,,,46300.0,16100.367,14586.84
,,,,,,,46301.0,16460.194,15630.16
,,,,,,,46302.0,17012.172,17266.97
,,,,,,,46303.0,18007.993,18395.87
,,,,,,,46304.0,18826.615,20065.85
,,,,,,,46305.0,19796.715,22359.19
,,,,,,,46306.0,19929.325,23904.86
,,,,,,,46307.0,19850.026,25582.72
,,,,,,,46308.0,19762.272,26883.29
,,,,,,,46309.0,19068.25,26232.92
,,,,,,,46310.0,18460.736,26224.0
,,,,,,,46311.0,18317.535,25856.38
,,,,,,,46312.0,18666.593,26718.2
,,,,,,,46313.0,18936.619,25802.33
,,,,,,,46314.0,19133.22,26570.29
,,,,,,,46315.0,19788.972,27260.92
,,,,,,,46316.0,19674.518,26610.97
,,,,,,,46317.0,18771.88,23982.74
,,,,,,,46318.0,17829.548,21474.64
,,,,,,,46319.0,16948.003,18812.15
,,,,,,,46320.0,15876.265,16144.1
,,,,,,,46321.0,15318.947,14492.71
,,,,,,,46322.0,15086.39,14264.52
,,,,,,,46323.0,15073.663,14114.46
,,,,,,,46324.0,15129.911,14231.6
,,,,,,,46325.0,16052.307,15162.69
,,,,,,,46326.0,18312.907,16491.75
,,,,,,,46327.0,20348.604,17714.39
,,,,,,,46328.0,21010.141,19433.13
,,,,,,,46329.0,20874.683,21824.29
,,,,,,,46330.0,21190.989,23578.09
,,,,,,,46331.0,21163.043,25197.6
,,,,,,,46332.0,20480.235,26227.39
,,,,,,,46333.0,20356.703,25705.07
,,,,,,,46334.0,19945.612,25620.79
,,,,,,,46335.0,19953.711,25973.4
,,,,,,,46336.0,20312.381,27085.41
,,,,,,,46337.0,20828.67,26384.41
,,,,,,,46338.0,20752.397,27764.99
,,,,,,,46339.0,21005.424,28418.8
,,,,,,,46340.0,21142.217,28116.49
,,,,,,,46341.0,20381.0,25282.92
,,,,,,,46342.0,18771.257,22809.84
,,,,,,,46343.0,17105.622,19999.0
,,,,,,,46344.0,16173.97,16432.98
,,,,,,,46345.0,15313.429,16157.65
,,,,,,,46346.0,15568.414,15760.55
,,,,,,,46347.0,14742.316,16116.05
,,,,,,,46348.0,15039.398,16679.54
,,,,,,,46349.0,15562.807,18511.23
,,,,,,,46350.0,18020.364,20891.83
,,,,,,,46351.0,19766.722,23938.78
,,,,,,,46352.0,20340.95,27002.3
,,,,,,,46353.0,20174.253,28148.72
,,,,,,,46354.0,20150.846,28268.74
,,,,,,,46355.0,20146.663,28777.17
,,,,,,,46356.0,19944.633,28664.15
,,,,,,,46357.0,19669.178,27441.06
,,,,,,,46358.0,19471.331,27758.65
,,,,,,,46359.0,19312.555,29844.21
,,,,,,,46360.0,19602.517,31885.67
,,,,,,,46361.0,20085.876,33399.77
,,,,,,,46362.0,20197.749,30657.33
,,,,,,,46363.0,20606.437,26977.63
,,,,,,,46364.0,21330.452,26843.68
,,,,,,,46365.0,20732.194,25708.1
,,,,,,,46366.0,19252.48,21206.05
,,,,,,,46367.0,18441.69,19023.32
,,,,,,,46368.0,17100.104,17276.22
,,,,,,,46369.0,16827.319,16381.15
,,,,,,,46370.0,16889.797,15873.61
,,,,,,,46371.0,16959.751,16199.21
,,,,,,,46372.0,17404.84,16550.7
,,,,,,,46373.0,18331.953,18326.08
,,,,,,,46374.0,20974.007,20567.63
,,,,,,,46375.0,22519.136,24141.55
,,,,,,,46376.0,22646.406,27702.21
,,,,,,,46377.0,21787.111,28440.15
,,,,,,,46378.0,21579.118,28393.69
,,,,,,,46379.0,21553.308,28541.38
,,,,,,,46380.0,21155.923,28120.56
,,,,,,,46381.0,20574.842,27002.18
,,,,,,,46382.0,20299.031,27328.53
,,,,,,,46383.0,19970.443,29369.84
,,,,,,,46384.0,20135.271,31523.68
,,,,,,,46385.0,20549.032,33240.6
,,,,,,,46386.0,20645.241,30131.28
,,,,,,,46387.0,21031.59,26100.88
,,,,,,,46388.0,22019.312,25738.9
,,,,,,,46389.0,21264.236,24369.66
,,,,,,,46390.0,20118.183,20018.59
,,,,,,,46391.0,19241.622,18126.92
,,,,,,,46392.0,17718.298,16624.59
,,,,,,,46393.0,17316.641,15584.83
,,,,,,,46394.0,17481.469,14985.28
,,,,,,,46395.0,17721.769,15154.11
,,,,,,,46396.0,18014.223,15605.36
,,,,,,,46397.0,19367.023,17385.26
,,,,,,,46398.0,21616.765,19883.4
,,,,,,,46399.0,22761.483,23372.36
,,,,,,,46400.0,22178.355,26023.11
,,,,,,,46401.0,21458.167,26653.21
,,,,,,,46402.0,20956.207,26618.22
,,,,,,,46403.0,20833.209,27366.32
,,,,,,,46404.0,20257.201,27336.72
,,,,,,,46405.0,19878.061,26286.89
,,,,,,,46406.0,19685.287,26882.62
,,,,,,,46407.0,19390.964,28790.62
,,,,,,,46408.0,19634.557,31295.54
,,,,,,,46409.0,19863.91,33124.37
,,,,,,,46410.0,19916.242,30360.94
,,,,,,,46411.0,20247.5,26487.39
,,,,,,,46412.0,21190.099,25509.24
,,,,,,,46413.0,19993.939,22236.11
,,,,,,,46414.0,19449.793,19181.83
,,,,,,,46415.0,17402.081,17300.55
,,,,,,,46416.0,16625.645,15474.1
,,,,,,,46417.0,16174.949,14549.03
,,,,,,,46418.0,15842.089,13736.15
,,,,,,,46419.0,15917.561,13719.7
,,,,,,,46420.0,15901.185,14049.44
,,,,,,,46421.0,16990.812,15896.03
,,,,,,,46422.0,18753.012,18358.02
,,,,,,,46423.0,21301.883,21769.15
,,,,,,,46424.0,21909.219,23208.99
,,,,,,,46425.0,22232.645,23728.87
,,,,,,,46426.0,22320.221,23931.52
,,,,,,,46427.0,22349.413,25009.37
,,,,,,,46428.0,21842.024,25047.29
,,,,,,,46429.0,21426.394,24577.08
,,,,,,,46430.0,21336.593,25621.06
,,,,,,,46431.0,20799.745,28319.88
,,,,,,,46432.0,21540.403,31374.65
,,,,,,,46433.0,22300.107,33234.3
,,,,,,,46434.0,22401.656,29959.51
,,,,,,,46435.0,22228.729,25644.36
,,,,,,,46436.0,22594.519,24787.59
,,,,,,,46437.0,21891.953,22016.22
,,,,,,,46438.0,20645.686,18880.27
,,,,,,,46439.0,19562.378,16970.55
,,,,,,,46440.0,18786.476,15399.52
,,,,,,,46441.0,17991.172,14865.36
,,,,,,,46442.0,17669.437,14318.67
,,,,,,,46443.0,17597.614,14541.55
,,,,,,,46444.0,17806.586,15013.1
,,,,,,,46445.0,17736.009,16959.79
,,,,,,,46446.0,19113.284,19565.8
,,,,,,,46447.0,20398.177,23064.2
,,,,,,,46448.0,21644.711,24843.02
,,,,,,,46449.0,22595.053,25827.0
,,,,,,,46450.0,22898.098,26195.73
,,,,,,,46451.0,22933.876,27042.48
,,,,,,,46452.0,22782.487,26822.22
,,,,,,,46453.0,22142.399,25796.51
,,,,,,,46454.0,21943.662,26254.88
,,,,,,,46455.0,21960.127,28356.6
,,,,,,,46456.0,22349.502,31006.26
,,,,,,,46457.0,22763.085,32630.38
,,,,,,,46458.0,22780.173,29311.29
,,,,,,,46459.0,22655.217,25681.77
,,,,,,,46460.0,22525.277,25611.53
,,,,,,,46461.0,22071.733,24000.33
,,,,,,,46462.0,21380.737,21104.72
,,,,,,,46463.0,20501.951,19356.5
,,,,,,,46464.0,19464.745,18662.09
,,,,,,,46465.0,19114.085,16523.41
,,,,,,,46466.0,19012.536,16526.3
,,,,,,,46467.0,19033.985,16459.27
,,,,,,,46468.0,19192.761,16739.01
,,,,,,,46469.0,19192.316,17871.18
,,,,,,,46470.0,20061.846,19712.28
,,,,,,,46471.0,21213.15,21007.74
,,,,,,,46472.0,22047.97,23091.17
,,,,,,,46473.0,22709.863,25952.08
,,,,,,,46474.0,22912.605,27601.42
,,,,,,,46475.0,22553.846,28865.52
,,,,,,,46476.0,22417.587,29663.38
,,,,,,,46477.0,21925.15,28766.49
,,,,,,,46478.0,21466.266,28384.34
,,,,,,,46479.0,21394.977,28023.99
,,,,,,,46480.0,21929.422,28578.0
,,,,,,,46481.0,22437.345,27322.3
,,,,,,,46482.0,22714.936,28282.65
,,,,,,,46483.0,22977.931,28900.39
,,,,,,,46484.0,22807.852,28670.2
,,,,,,,46485.0,22146.582,26614.65
,,,,,,,46486.0,21313.364,24321.81
,,,,,,,46487.0,20371.566,21710.73
,,,,,,,46488.0,19957.271,19348.16
,,,,,,,46489.0,19418.999,17183.94
,,,,,,,46490.0,19671.937,17078.44
,,,,,,,46491.0,19907.698,16947.06
,,,,,,,46492.0,20517.259,17206.73
,,,,,,,46493.0,21890.173,18291.25
,,,,,,,46494.0,24784.987,19426.09
,,,,,,,46495.0,26268.439,20661.94
,,,,,,,46496.0,26114.647,22622.86
,,,,,,,46497.0,26233.551,25237.28
,,,,,,,46498.0,26583.499,26749.47
,,,,,,,46499.0,26088.303,28397.48
,,,,,,,46500.0,25292.999,29641.52
,,,,,,,46501.0,25094.974,29245.97
,,,,,,,46502.0,24667.596,29208.26
,,,,,,,46503.0,24671.601,29220.35
,,,,,,,46504.0,25005.974,29888.84
,,,,,,,46505.0,25489.956,28660.14
,,,,,,,46506.0,25593.997,29611.86
,,,,,,,46507.0,25502.06,30544.81
,,,,,,,46508.0,26150.425,29866.03
,,,,,,,46509.0,24909.32,27615.27
,,,,,,,46510.0,23201.766,25056.27
,,,,,,,46511.0,21139.992,22102.76
,,,,,,,46512.0,19921.671,18276.92
,,,,,,,46513.0,19475.247,17111.78
,,,,,,,46514.0,19157.161,16426.91
,,,,,,,46515.0,18969.371,16505.82
,,,,,,,46516.0,18776.775,16895.94
,,,,,,,46517.0,20298.408,18819.58
,,,,,,,46518.0,22203.364,21586.26
,,,,,,,46519.0,24194.917,25896.14
,,,,,,,46520.0,24147.925,28131.09
,,,,,,,46521.0,23661.718,28524.05
,,,,,,,46522.0,23157.266,28869.45
,,,,,,,46523.0,22909.49,30037.58
,,,,,,,46524.0,22496.975,30234.74
,,,,,,,46525.0,22112.406,29280.37
,,,,,,,46526.0,21984.869,29638.75
,,,,,,,46527.0,21643.554,31381.05
,,,,,,,46528.0,21962.352,33545.96
,,,,,,,46529.0,23104.934,34734.24
,,,,,,,46530.0,23329.837,31827.13
,,,,,,,46531.0,23032.488,27869.88
,,,,,,,46532.0,23581.707,27553.67
,,,,,,,46533.0,23087.223,25237.53
,,,,,,,46534.0,21340.865,21765.26
,,,,,,,46535.0,19739.488,19499.46
,,,,,,,46536.0,18666.326,17622.05
,,,,,,,46537.0,18621.381,16459.25
,,,,,,,46538.0,18523.837,15965.7
,,,,,,,46539.0,18334.801,16199.67
,,,,,,,46540.0,19068.873,16624.65
,,,,,,,46541.0,20219.287,18453.73
,,,,,,,46542.0,22106.977,21496.06
,,,,,,,46543.0,23909.049,25726.91
,,,,,,,46544.0,24385.021,27612.77
,,,,,,,46545.0,23213.603,27931.21
,,,,,,,46546.0,22768.247,27533.78
,,,,,,,46547.0,21923.548,28043.82
,,,,,,,46548.0,21847.453,27627.9
,,,,,,,46549.0,21479.972,26521.14
,,,,,,,46550.0,21473.297,27020.26
,,,,,,,46551.0,21046.097,28813.16
,,,,,,,46552.0,21539.246,31590.99
,,,,,,,46553.0,22094.962,33540.12
,,,,,,,46554.0,22008.276,31739.37
,,,,,,,46555.0,22338.11,27573.58
,,,,,,,46556.0,23429.695,26791.32
,,,,,,,46557.0,22858.671,23497.76
,,,,,,,46558.0,21018.418,19990.01
,,,,,,,46559.0,19935.555,18163.8
,,,,,,,46560.0,18534.873,16750.29
,,,,,,,46561.0,18767.875,16254.72
,,,,,,,46562.0,18983.611,16016.04
,,,,,,,46563.0,18290.212,16546.94
,,,,,,,46564.0,18316.378,17238.76
,,,,,,,46565.0,19835.964,19334.14
,,,,,,,46566.0,21446.152,22571.37
,,,,,,,46567.0,23196.07,26470.24
,,,,,,,46568.0,22637.417,27488.71
,,,,,,,46569.0,22229.085,27943.48
,,,,,,,46570.0,21695.53,27969.7
,,,,,,,46571.0,21484.333,28889.51
,,,,,,,46572.0,21174.791,28212.07
,,,,,,,46573.0,20986.912,26817.13
,,,,,,,46574.0,20643.906,27102.97
,,,,,,,46575.0,20724.006,28923.44
,,,,,,,46576.0,21276.874,31658.02
,,,,,,,46577.0,22042.541,33229.48
,,,,,,,46578.0,22392.044,30604.24
,,,,,,,46579.0,22547.883,26766.96
,,,,,,,46580.0,22890.889,26261.69
,,,,,,,46581.0,22057.404,23346.73
,,,,,,,46582.0,21517.263,20481.33
,,,,,,,46583.0,19221.953,18773.29
,,,,,,,46584.0,18079.727,17072.96
,,,,,,,46585.0,18356.606,16218.26
